,property_class,property_class_description,owner1,address,city,state,zip_code,latitude,longitude,mail
27208,,,,,,,,42.89328898,-78.83236551,
27213,,,,,,,,42.89361796,-78.83142735,
27218,,,,,,,,42.89203113,-78.84862662,
27221,,,,,,,,42.87151337,-78.8559517,
27229,,,,,,,,42.8858205,-78.84038939,
27231,,,,,,,,42.89057455,-78.84231648,
27235,,,,,,,,42.87568685,-78.82637455,
27242,,,,,,,,42.88661706,-78.86005269,
27243,,,,,,,,42.8986601,-78.8302135,
27247,,,,,,,,42.88567552,-78.84665447,
27250,,,,,,,,42.86285178,-78.81953973,
27256,,,,,,,,42.87218370000001,-78.85650149,
27258,,,,,,,,42.87128971,-78.85849007,
27261,,,,,,,,42.88264388,-78.84963044,
27264,,,,,,,,42.89257178,-78.83591925,
27265,,,,,,,,42.89715854,-78.84669448,
27267,,,,,,,,42.89784675,-78.82433445,
27273,,,,,,,,42.88860327,-78.85022747,
27276,,,,,,,,42.86701946,-78.86271211,
27279,,,,,,,,42.89436995,-78.85123586,
27280,,,,,,,,42.89706075,-78.84792893,
27288,,,,,,,,,,
27294,,,,,,,,42.88653308,-78.84963554,
27296,,,,,,,,42.89077263,-78.84468479,
27305,,,,,,,,42.89291856,-78.85263976,
27308,,,,,,,,42.89856069,-78.82069826,
27314,,,,,,,,42.87279754,-78.84941443,
27318,,,,,,,,42.864745299999996,-78.86563003,
27319,,,,,,,,42.88975692,-78.84525892,
27323,,,,,,,,42.86803958,-78.86285290000001,
27325,,,,,,,,42.88709931,-78.83778339,
27327,,,,,,,,42.87167523,-78.85155135,
27329,,,,,,,,42.89587519,-78.86004403,
27340,,,,,,,,42.87569733,-78.82712839,
27348,,,,,,,,42.89443275,-78.82295219,
27349,,,,,,,,42.89041496,-78.84130605,
27351,,,,,,,,42.89723569,-78.84743817,
27353,,,,,,,,42.89746502,-78.81933622,
27356,,,,,,,,42.88714325,-78.85162404,
27362,,,,,,,,42.89338987,-78.80878271,
27365,,,,,,,,42.87844952,-78.83530403,
27375,,,,,,,,42.88916538,-78.85978116,
27379,,,,,,,,42.89791551,-78.8505436,
27394,,,,,,,,42.88551301,-78.84665348,
27396,,,,,,,,42.89637386,-78.82573326,
27397,,,,,,,,42.88297576,-78.85061436,
27401,,,,,,,,42.89725302,-78.821601,
27402,,,,,,,,42.88853624,-78.85650507,
27406,,,,,,,,42.89169451,-78.85064042,
27411,,,,,,,,42.8865225,-78.8403865,
27412,,,,,,,,42.88143701,-78.83491644,
27420,,,,,,,,42.89635311,-78.8315104,
27422,,,,,,,,42.89007815,-78.83679649999999,
27427,,,,,,,,42.89350738,-78.85320098,
27433,,,,,,,,42.89081073,-78.83779856,
27441,,,,,,,,42.89604627,-78.82520293,
27446,,,,,,,,42.883551700000005,-78.84637206,
27454,,,,,,,,42.8925447,-78.84296108,
27456,,,,,,,,42.89922955,-78.81566509999999,
27460,,,,,,,,42.887684899999996,-78.83590638,
27461,,,,,,,,42.89515752,-78.84647311,
27468,,,,,,,,42.89655684,-78.84034259,
27470,,,,,,,,42.89707196,-78.83587027,
27477,,,,,,,,42.8943704,-78.81930112,
27478,,,,,,,,42.89993015,-78.81973752,
27481,,,,,,,,42.88409761,-78.84724166,
27484,,,,,,,,42.87144177,-78.85523631,
27492,,,,,,,,42.89185073,-78.83012149999999,
27495,,,,,,,,42.89433739,-78.84033755,
27497,,,,,,,,42.86737963,-78.85045454,
27504,,,,,,,,42.89325494,-78.82393853,
27509,,,,,,,,42.893603999999996,-78.85492326,
27511,,,,,,,,42.88543843,-78.85759527,
27515,,,,,,,,42.89188875,-78.85470305,
27521,,,,,,,,42.894987799999996,-78.84925605,
27524,,,,,,,,42.88137279,-78.83501965,
27525,,,,,,,,42.8973147,-78.85525155,
27532,,,,,,,,42.89757972,-78.82214797,
27545,,,,,,,,42.88618973,-78.84075928,
27549,,,,,,,,42.88806587,-78.85067009999999,
27550,,,,,,,,42.8824635,-78.84856664,
27554,,,,,,,,42.89237091,-78.85782605,
27557,,,,,,,,42.89043058,-78.84663136,
27561,,,,,,,,42.89388625,-78.854601,
27564,,,,,,,,42.88805458,-78.85337007,
27565,,,,,,,,42.88313372,-78.85266349,
27574,,,,,,,,42.887244200000005,-78.84470583,
27577,,,,,,,,42.86701643,-78.82186814,
27581,,,,,,,,42.88644072,-78.83777507,
27587,,,,,,,,42.89131565,-78.81495495,
27592,,,,,,,,42.88411395,-78.85321025,
27593,,,,,,,,42.89539772,-78.81930342,
27595,,,,,,,,42.88395689,-78.85220925,
27597,,,,,,,,42.90008908,-78.83069759,
27603,,,,,,,,42.89405054,-78.82079776,
27609,,,,,,,,42.88297213,-78.84922893,
27621,,,,,,,,42.89347735,-78.85339473,
27625,,,,,,,,42.89178342,-78.85512748,
27629,,,,,,,,42.89486604,-78.8630642,
27634,,,,,,,,42.88940691,-78.84188127,
27635,,,,,,,,42.89520015,-78.82142613,
27637,,,,,,,,42.89273753,-78.83591989,
27643,,,,,,,,42.88372749,-78.84627287,
27644,,,,,,,,42.89098543,-78.83422986,
27646,,,,,,,,42.88760581,-78.84748533,
27650,,,,,,,,42.89134882,-78.83246903,
27654,,,,,,,,42.8911421,-78.85123419,
27655,,,,,,,,42.88355398,-78.84564423,
27657,,,,,,,,42.86978722,-78.85671187,
27660,,,,,,,,42.88706716,-78.84762849,
27661,,,,,,,,42.89464271,-78.85065403,
27670,,,,,,,,42.89142254,-78.84036669,
27675,,,,,,,,42.89078476,-78.85971167,
27682,,,,,,,,42.88680548,-78.84172033,
27683,,,,,,,,42.87125393,-78.83776811,
27687,,,,,,,,42.89716426,-78.81769844,
27692,,,,,,,,42.87434159,-78.81112665,
27694,,,,,,,,42.89660155,-78.82123453,
27697,,,,,,,,42.87265782,-78.85646502,
27701,,,,,,,,42.89135439,-78.85164728,
27702,,,,,,,,42.86721405,-78.84915359,
27704,,,,,,,,42.86628106,-78.82166323,
27715,,,,,,,,42.89733045,-78.84669702,
27716,,,,,,,,42.89907156,-78.81640657,
27719,,,,,,,,42.89629483,-78.82485913,
27720,,,,,,,,42.88944486,-78.84370471,
27724,,,,,,,,42.88941515,-78.83754052,
27727,,,,,,,,42.89312379,-78.83199325,
27739,,,,,,,,42.88714465,-78.85022108,
27745,,,,,,,,42.89564437,-78.83481882,
27748,,,,,,,,42.88940718,-78.84237419,
27752,,,,,,,,42.88744208,-78.86097735,
27754,,,,,,,,42.88805995,-78.85147403,
27755,,,,,,,,42.88284739,-78.84513262,
27760,,,,,,,,42.89286964,-78.84789527,
27761,,,,,,,,42.88995296,-78.84187664,
27762,,,,,,,,42.8865731,-78.84723626,
27766,,,,,,,,42.89173504,-78.86334825,
27779,,,,,,,,42.8990805,-78.82400499,
27780,,,,,,,,42.86815487,-78.84744691,
27785,,,,,,,,42.88759469,-78.83838362,
27786,,,,,,,,42.8773296,-78.85147495,
27788,,,,,,,,42.88353272,-78.85225934,
27790,,,,,,,,42.88388696,-78.85161272,
27793,,,,,,,,42.87161724,-78.83495488,
27796,,,,,,,,42.89271131,-78.8526405,
27804,,,,,,,,42.88993014,-78.83694548,
27812,,,,,,,,42.8868451,-78.8407561,
27814,,,,,,,,42.889400099999996,-78.84419759,
27815,,,,,,,,42.88975189,-78.84663344,
27817,,,,,,,,42.87813213,-78.84800841,
27821,,,,,,,,42.89309922,-78.82631324,
27825,,,,,,,,42.88568025,-78.84568038,
27827,,,,,,,,42.89519375,-78.84636176,
27831,,,,,,,,42.88809878,-78.84462729,
27834,,,,,,,,42.88725624,-78.84172028,
27860,,,,,,,,42.89166982,-78.85008595,
27865,,,,,,,,42.89292546,-78.82509361,
27867,,,,,,,,42.88379727,-78.85021621,
27868,,,,,,,,42.87571126,-78.80226498,
27876,,,,,,,,42.89237959,-78.85164404,
27877,,,,,,,,42.89027085,-78.84565268,
27882,,,,,,,,42.89134487,-78.84986296,
27887,,,,,,,,42.89353071,-78.82408999,
27897,,,,,,,,42.89440485,-78.84666751,
27908,,,,,,,,42.89396323,-78.82807997,
27919,,,,,,,,42.87153263,-78.84319537,
27920,,,,,,,,42.88239103,-78.85160631,
27925,,,,,,,,42.90000431,-78.82445452,
27926,,,,,,,,42.88282887,-78.84778023,
27931,,,,,,,,42.88142848,-78.84783147,
27932,,,,,,,,42.88551923,-78.84431953,
27933,,,,,,,,42.89534878,-78.84865682,
27940,,,,,,,,42.87962326,-78.84957677,
27943,,,,,,,,42.89140944,-78.85518335,
27944,,,,,,,,42.88707883,-78.84528509999998,
27950,,,,,,,,42.88709169,-78.84171938,
27952,,,,,,,,42.886693900000004,-78.80205471,
27953,,,,,,,,42.89892724,-78.82160796,
27954,,,,,,,,42.89627235,-78.83059754,
27959,,,,,,,,42.89275086,-78.84492092,
27962,,,,,,,,42.89545467,-78.84204434,
27963,,,,,,,,42.876886299999995,-78.84877765,
27965,,,,,,,,42.88699716,-78.84470573,
27971,,,,,,,,42.89508244,-78.82335531,
27977,,,,,,,,42.88238299,-78.85320198,
27981,,,,,,,,42.87811748,-78.85057276,
27983,,,,,,,,42.87098304,-78.85598836,
27995,,,,,,,,42.87055881,-78.83513165,
28004,,,,,,,,42.89435759,-78.82679279,
28008,,,,,,,,42.89811011,-78.83421588,
28017,,,,,,,,42.89819068,-78.85073628,
28021,,,,,,,,42.88497102,-78.80702519,
28025,,,,,,,,42.89782594,-78.82069928,
28027,,,,,,,,42.89835862,-78.83480585,
28034,,,,,,,,42.89698685,-78.84866982,
28035,,,,,,,,42.89663756,-78.84156709999999,
28038,,,,,,,,42.88886029,-78.84468867,
28043,,,,,,,,42.88628476,-78.83837652,
28044,,,,,,,,42.88640646,-78.85021794,
28047,,,,,,,,42.85840417,-78.80337696,
28049,,,,,,,,42.88608804,-78.84665628,
28052,,,,,,,,42.88160799,-78.83467759,
28054,,,,,,,,42.89295892,-78.83386377,
28063,,,,,,,,42.89536728,-78.83060102,
28064,,,,,,,,42.87838871,-78.83490044,
28066,,,,,,,,42.88867029,-78.8536322,
28073,,,,,,,,42.89489909,-78.86109089,
28086,,,,,,,,42.88710102,-78.8373731,
28087,,,,,,,,42.88911247,-78.84566517,
28089,,,,,,,,42.88428153,-78.85221012,
28097,,,,,,,,42.87334856,-78.85266282,
28100,,,,,,,,42.88941057,-78.8382365,
28102,,,,,,,,42.87214527,-78.85671084,
28104,,,,,,,,42.88880899,-78.84819692,
28105,,,,,,,,42.89152461,-78.84480456,
28106,,,,,,,,42.89443403,-78.8625788,
28108,,,,,,,,42.88122169,-78.84118804,
28109,,,,,,,,42.899906,-78.82031471,
28114,,,,,,,,42.88284367,-78.84334825,
28116,,,,,,,,42.8691896,-78.82839664,
28121,,,,,,,,42.89180220000001,-78.82576006,
28123,,,,,,,,42.88839425,-78.83779175,
28130,,,,,,,,42.8985348,-78.81973683,
28137,,,,,,,,42.87043851,-78.85537887,
28149,,,,,,,,42.87826823,-78.8535694,
28150,,,,,,,,42.88771856,-78.84969039,
28151,,,,,,,,42.87889428,-78.83191426,
28154,,,,,,,,42.90036405,-78.82726618,
28155,,,,,,,,42.89023892,-78.86341152,
28160,,,,,,,,42.87334299,-78.84412034,
28161,,,,,,,,42.89935862,-78.81424626,
28165,,,,,,,,42.89470405,-78.83384808,
28167,,,,,,,,42.89545852,-78.86184806,
28175,,,,,,,,42.89976441,-78.81934355,
28176,,,,,,,,42.89493249,-78.82510498,
28177,,,,,,,,42.89436754,-78.84156913,
28178,,,,,,,,42.88608215,-78.8472354,
28183,,,,,,,,42.89308911,-78.84421747,
28184,,,,,,,,42.88199083,-78.85328902,
28186,,,,,,,,42.88605331,-78.84528422,
28187,,,,,,,,42.89716848,-78.83421382,
28188,,,,,,,,42.893065,-78.84739667,
28191,,,,,,,,42.89085807,-78.84429822,
28194,,,,,,,,42.89035089,-78.84036291,
28196,,,,,,,,42.89212839,-78.83034934,
28198,,,,,,,,42.883129600000004,-78.84308515,
28199,,,,,,,,42.89657959,-78.84669011,
28202,,,,,,,,42.86976836,-78.83709965,
28208,,,,,,,,42.87847157,-78.84307264,
28209,,,,,,,,42.83559905,-78.82757739,
28210,,,,,,,,42.87300928,-78.84355102,
28211,,,,,,,,42.89196583,-78.85264206,
28217,,,,,,,,42.89347209,-78.85211431,
28219,,,,,,,,42.89857761,-78.83021361,
28222,,,,,,,,42.88169592,-78.8515398,
28223,,,,,,,,42.89107577,-78.85223999,
28226,,,,,,,,42.8940527,-78.85497374,
28230,,,,,,,,42.88950565,-78.86233942,
28242,,,,,,,,42.89275035,-78.85877125,
28255,,,,,,,,42.89454631,-78.85011042,
28258,,,,,,,,42.89469664,-78.84156808,
28259,,,,,,,,42.88940852,-78.83843741,
28263,,,,,,,,42.88759774,-78.83737687,
28275,,,,,,,,42.89638946,-78.84034242,
28278,,,,,,,,42.89656468,-78.84082239,
28281,,,,,,,,42.89023627,-78.86104044,
28283,,,,,,,,42.88551912,-78.84372989,
28288,,,,,,,,42.89676441,-78.83383512,
28289,,,,,,,,42.89593607,-78.86067066,
28294,,,,,,,,42.89451236,-78.85681769,
28295,,,,,,,,42.88734971,-78.83882269,
28296,,,,,,,,42.90017969,-78.81422748,
28300,,,,,,,,42.89391264,-78.84790202,
28307,,,,,,,,42.89223742,-78.83422889,
28312,,,,,,,,42.89668039,-78.84327651,
28314,,,,,,,,42.89108086,-78.85164926,
28315,,,,,,,,42.86582314,-78.84961075,
28316,,,,,,,,42.89776333,-78.84270224,
28321,,,,,,,,42.8854765,-78.85737564,
28323,,,,,,,,42.89950465,-78.821614,
28325,,,,,,,,42.88919785,-78.86046850000001,
28327,,,,,,,,42.89809502,-78.80021623,
28328,,,,,,,,42.89109619,-78.82441867,
28336,,,,,,,,42.88401174,-78.84863488,
28337,,,,,,,,42.87791643,-78.85093621,
28342,,,,,,,,42.89024038,-78.85816316,
28346,,,,,,,,42.88738407,-78.85221597,
28348,,,,,,,,42.88592729,-78.80790105,
28355,,,,,,,,42.88844725,-78.84566235,
28359,,,,,,,,42.89355722,-78.84615991,
28362,,,,,,,,42.89564865,-78.84377698,
28367,,,,,,,,42.89509842,-78.86048061,
28368,,,,,,,,42.89310575,-78.85788817,
28374,,,,,,,,42.89480864,-78.80654212,
28376,,,,,,,,42.896749299999996,-78.84926831,
28377,,,,,,,,42.88660235,-78.84075687,
28379,,,,,,,,42.88610802,-78.84076003,
28385,,,,,,,,42.89900652,-78.82252209,
28386,,,,,,,,42.89137669,-78.85541502,
28387,,,,,,,,42.89569252,-78.83295414,
28393,,,,,,,,42.8770691,-78.84467491,
28396,,,,,,,,42.88066072,-78.8496048,
28397,,,,,,,,42.88496215,-78.80601293,
28402,,,,,,,,42.89011146,-78.86395515,
28409,,,,,,,,42.89613496,-78.80520803,
28416,,,,,,,,42.89847989,-78.83570875,
28417,,,,,,,,42.89199113,-78.80654833,
28419,,,,,,,,42.88758832,-78.85256940000001,
28423,,,,,,,,42.88056751,-78.83378726,
28429,,,,,,,,42.88723397,-78.84921229,
28436,,,,,,,,42.88707866,-78.84666066,
28440,,,,,,,,42.89190221,-78.83642807,
28441,,,,,,,,42.88820416,-78.84231636,
28443,,,,,,,,42.89556681,-78.8193041,
28459,,,,,,,,42.89823012,-78.85044509,
28467,,,,,,,,42.88879411,-78.80930836,
28477,,,,,,,,42.89535406,-78.84156723,
28481,,,,,,,,42.893369799999995,-78.83199214,
28482,,,,,,,,42.8995902,-78.82125047,
28485,,,,,,,,42.88675472,-78.80831183,
28503,,,,,,,,42.88874473,-78.8549103,
28510,,,,,,,,42.89577641,-78.85883659999999,
28511,,,,,,,,42.88665048,-78.85162081,
28514,,,,,,,,42.87977284,-78.84530643,
28515,,,,,,,,42.87971177,-78.85195634,
28517,,,,,,,,42.88944194,-78.83590687,
28521,,,,,,,,42.86850108,-78.85974993,
28524,,,,,,,,42.8682291,-78.86293827,
28526,,,,,,,,42.8975833,-78.81528814,
28536,,,,,,,,42.88388959,-78.84569026,
28538,,,,,,,,42.88387458,-78.85220764,
28539,,,,,,,,42.89553098,-78.83060008,
28542,,,,,,,,42.88198531,-78.85020870000001,
28544,,,,,,,,42.8891782,-78.83641326,
28551,,,,,,,,42.89958478,-78.82216549,
28552,,,,,,,,42.88364337,-78.84863552,
28553,,,,,,,,42.87819613,-78.84837685,
28554,,,,,,,,42.89007599,-78.83508014,
28556,,,,,,,,42.89473184,-78.85010978,
28563,,,,,,,,42.89542676,-78.86009931,
28566,,,,,,,,42.89855703,-78.81728605,
28571,,,,,,,,42.89362727,-78.85364516,
28572,,,,,,,,42.89036139,-78.80408592,
28580,,,,,,,,42.89189813,-78.85123345,
28584,,,,,,,,42.87148576,-78.85861053,
28586,,,,,,,,42.89675377,-78.82250677,
28593,,,,,,,,42.87301045,-78.85114664,
28595,,,,,,,,42.89629187,-78.82573211,
28598,,,,,,,,42.8968299,-78.86384534,
28599,,,,,,,,42.89304051,-78.83199472,
28603,,,,,,,,42.89976909,-78.83631359,
28606,,,,,,,,42.88764558,-78.80089549,
28611,,,,,,,,42.89718473,-78.82433044,
28614,,,,,,,,42.89515428,-78.85817949,
28617,,,,,,,,42.86611553,-78.8660531,
28619,,,,,,,,42.88490775,-78.85037609,
28627,,,,,,,,42.89476591,-78.84904808,
28631,,,,,,,,42.86928039,-78.85280659,
28632,,,,,,,,42.89065892,-78.84171633,
28636,,,,,,,,42.8860267,-78.8403885,
28643,,,,,,,,42.88353922,-78.85036418,
28645,,,,,,,,42.8879907,-78.8359114,
28647,,,,,,,,42.89599156,-78.846684,
28654,,,,,,,,42.89060314,-78.84429597,
28660,,,,,,,,42.88886742,-78.84231539,
28663,,,,,,,,42.89251422,-78.82509455,
28664,,,,,,,,42.87052063,-78.83346242,
28666,,,,,,,,42.88312894,-78.84292069,
28668,,,,,,,,42.89299605,-78.85170099,
28669,,,,,,,,42.8782336,-78.85343936,
28670,,,,,,,,42.86839829,-78.86390181,
28672,,,,,,,,42.89504503,-78.84617263,
28682,,,,,,,,42.89024716,-78.84171474,
28690,,,,,,,,42.89802508,-78.82398009,
28692,,,,,,,,42.87292544,-78.85117499,
28693,,,,,,,,42.88860328,-78.84920524,
28694,,,,,,,,42.88687638,-78.85221359,
28698,,,,,,,,42.89063556,-78.83305491,
28705,,,,,,,,42.89353303,-78.83105711,
28714,,,,,,,,42.89588311,-78.80446162,
28715,,,,,,,,42.89738087,-78.85713527,
28718,,,,,,,,42.89653755,-78.82661159,
28721,,,,,,,,42.89400109,-78.82612742,
28726,,,,,,,,42.88761938,-78.84284867,
28730,,,,,,,,42.89989655,-78.81564926,
28732,,,,,,,,42.88828693,-78.84271049,
28733,,,,,,,,42.89735035,-78.85043294,
28736,,,,,,,,42.86679652,-78.82268428,
28748,,,,,,,,42.89240732,-78.83591968,
28755,,,,,,,,42.89652669,-78.83587401,
28761,,,,,,,,42.89285681,-78.84739408,
28764,,,,,,,,42.86624818,-78.86561379999999,
28766,,,,,,,,42.89397451,-78.84204666,
28767,,,,,,,,42.8860662,-78.85317964,
28769,,,,,,,,42.88606747,-78.88735423,
28786,,,,,,,,42.89728136,-78.86367592,
28787,,,,,,,,42.86969408,-78.84871509,
28788,,,,,,,,42.87590496,-78.84223397,
28807,,,,,,,,42.89794404,-78.82501739,
28813,,,,,,,,42.88129474,-78.85203407,
28827,,,,,,,,42.88673789999999,-78.84762752,
28829,,,,,,,,42.8870592,-78.85221469,
28830,,,,,,,,42.89741744,-78.84793226,
28831,,,,,,,,42.87815311,-78.84814939,
28833,,,,,,,,42.89428791,-78.81930211,
28838,,,,,,,,42.87980379,-78.84360459,
28839,,,,,,,,42.89925736,-78.82161106,
28843,,,,,,,,42.89424277,-78.84421754,
28844,,,,,,,,42.87006896,-78.807108,
28846,,,,,,,,42.89394497,-78.83105387,
28848,,,,,,,,42.89309546,-78.85451585,
28851,,,,,,,,42.89106708,-78.84231766,
28863,,,,,,,,42.88085745,-78.83573125,
28874,,,,,,,,42.88196806,-78.83988695,
28878,,,,,,,,42.88602197,-78.85900477,
28879,,,,,,,,42.89762083,-78.81671332,
28882,,,,,,,,42.87067552,-78.83201217,
28887,,,,,,,,42.89472493,-78.82807353,
28889,,,,,,,,42.89581431,-78.83845974,
28891,,,,,,,,42.8980276,-78.81628995,
28894,,,,,,,,42.89588023,-78.80395908,
28895,,,,,,,,42.90319269,-78.80821809,
28900,,,,,,,,42.89166306,-78.84036671,
28902,,,,,,,,42.89023710000001,-78.86484753,
28903,,,,,,,,42.88700962,-78.84038456,
28904,,,,,,,,42.90022134,-78.81522926,
28908,,,,,,,,42.89243689,-78.8263098,
28910,,,,,,,,42.89143104,-78.85508766,
28914,,,,,,,,42.88419626,-78.84863405,
28919,,,,,,,,42.88216146,-78.84451703,
28928,,,,,,,,42.89651892,-78.857679,
28929,,,,,,,,42.88715108,-78.8496368,
28930,,,,,,,,42.86818504,-78.85093892,
28936,,,,,,,,42.89007448,-78.83423191,
28939,,,,,,,,42.88462709,-78.84626762,
28944,,,,,,,,42.88685493,-78.83737078,
28956,,,,,,,,42.89353877,-78.82763629,
28957,,,,,,,,42.89480041,-78.81930255,
28958,,,,,,,,42.88202151,-78.83962491,
28962,,,,,,,,42.88691178,-78.84626701,
28968,,,,,,,,42.90034502,-78.83630981,
28970,,,,,,,,42.89520152,-78.83151694,
28971,,,,,,,,42.88761323,-78.84446045,
28975,,,,,,,,42.89217228,-78.85009029,
28981,,,,,,,,42.89258652,-78.85064303,
28984,,,,,,,,42.88807402,-78.84621814,
28986,,,,,,,,42.89032871,-78.84171551,
28988,,,,,,,,42.86496376,-78.86394689,
28991,,,,,,,,42.88446075,-78.85220972,
28994,,,,,,,,42.88170829,-78.83321006,
28995,,,,,,,,42.8709589,-78.85178137,
29002,,,,,,,,42.868242200000005,-78.86087703,
29003,,,,,,,,42.89705925,-78.82397305,
29005,,,,,,,,42.88993017,-78.83683857,
29010,,,,,,,,42.86441048,-78.82196237,
29018,,,,,,,,42.89782773,-78.86107175,
29019,,,,,,,,42.88594361,-78.84038881,
29022,,,,,,,,42.89089495,-78.84074156,
29023,,,,,,,,42.88312858,-78.84267615,
29030,,,,,,,,42.88739046,-78.85062082,
29031,,,,,,,,42.87201507,-78.83418255,
29032,,,,,,,,42.89543899,-78.84865688,
29033,,,,,,,,42.88901157,-78.83507076,
29037,,,,,,,,42.89396942,-78.82141542,
29041,,,,,,,,42.89468356,-78.82238245,
29048,,,,,,,,42.89777356,-78.85437270000001,
29054,,,,,,,,42.87571846,-78.82876379,
29066,,,,,,,,42.88345437,-78.84863603,
29081,,,,,,,,42.89224158,-78.82527416,
29086,,,,,,,,42.89359729,-78.80526405,
29104,,,,,,,,42.89511514,-78.82182592,
29105,,,,,,,,42.87094207,-78.85575354,
29106,,,,,,,,42.86928402,-78.84884377,
29109,,,,,,,,42.89298709,-78.84615879,
29117,,,,,,,,42.87037168,-78.861456,
29118,,,,,,,,42.89589092,-78.83422285,
29119,,,,,,,,42.88895006,-78.84270899,
29123,,,,,,,,42.88706802,-78.85932817,
29130,,,,,,,,42.88559669,-78.84431403,
29132,,,,,,,,42.87542435,-78.84293138,
29139,,,,,,,,42.88871274,-78.86201908,
29144,,,,,,,,42.89024051,-78.84272002,
29148,,,,,,,,42.88612048,-78.8383751,
29150,,,,,,,,42.88833918,-78.80412377,
29158,,,,,,,,42.88355007,-78.84777073,
29159,,,,,,,,42.88812482,-78.84329798,
29161,,,,,,,,42.88044676,-78.84477240000001,
29164,,,,,,,,42.89445418,-78.84874945,
29167,,,,,,,,42.88901297,-78.84964337,
29169,,,,,,,,42.88229981,-78.85320162,
29170,,,,,,,,42.89611253,-78.83630636,
29175,,,,,,,,42.8910166,-78.84565169,
29177,,,,,,,,42.89956748,-78.83021014,
29184,,,,,,,,42.87097606,-78.83622044,
29187,,,,,,,,42.87814171,-78.84604444,
29189,,,,,,,,42.89561801,-78.84865966,
29191,,,,,,,,42.89315616,-78.85552012,
29200,,,,,,,,42.88658126,-78.84665794,
29209,,,,,,,,42.89494467,-78.86303804,
29212,,,,,,,,42.89821737,-78.850557,
29215,,,,,,,,42.88682038,-78.8607193,
29218,,,,,,,,42.88740041,-78.86035509,
29219,,,,,,,,42.89964873,-78.81565382,
29222,,,,,,,,42.89779417,-78.85193305,
29236,,,,,,,,42.89935507,-78.83630352,
29237,,,,,,,,42.89533808,-78.84082176,
29238,,,,,,,,42.88254786,-78.8536122,
29239,,,,,,,,42.89018518,-78.84468328,
29244,,,,,,,,42.88689551,-78.85261941,
29246,,,,,,,,42.89612565,-78.82607473,
29249,,,,,,,,42.89435862,-78.82791017,
29252,,,,,,,,42.87881035,-78.86093029999999,
29253,,,,,,,,42.89253611,-78.84739351,
29254,,,,,,,,42.88743157,-78.83778748,
29258,,,,,,,,42.89816409,-78.82433579,
29259,,,,,,,,42.86861128,-78.8552061,
29261,,,,,,,,42.87955139,-78.84631623,
29265,,,,,,,,42.88740584,-78.84666274,
29268,,,,,,,,42.86042239,-78.80035194,
29275,,,,,,,,42.89314925,-78.83422641,
29282,,,,,,,,42.89082063,-78.83422944,
29285,,,,,,,,42.89586289,-78.83241984,
29301,,,,,,,,42.88196783,-78.84792937,
29302,,,,,,,,42.89249604,-78.85797742,
29305,,,,,,,,42.8708573,-78.85774829,
29306,,,,,,,,42.88716136,-78.8456824,
29312,,,,,,,,42.89647369,-78.83846034,
29317,,,,,,,,42.88584492,-78.84626290000001,
29320,,,,,,,,42.89212878,-78.83046298,
29323,,,,,,,,42.89485689,-78.86204561,
29324,,,,,,,,42.88568933,-78.86074978,
29325,,,,,,,,42.89223889,-78.85123496,
29329,,,,,,,,42.88936602,-78.86228515,
29330,,,,,,,,42.88312919,-78.84339451,
29336,,,,,,,,42.87610525,-78.82552700000001,
29339,,,,,,,,42.87946211,-78.86458602,
29340,,,,,,,,42.89388587,-78.85451267,
29344,,,,,,,,42.89588105,-78.85179408,
29346,,,,,,,,42.89272878,-78.85760206,
29348,,,,,,,,42.89223184,-78.83580875,
29349,,,,,,,,42.89801991,-78.85488319,
29361,,,,,,,,42.88441564,-78.85650752,
29370,,,,,,,,42.89043549,-78.86118537,
29384,,,,,,,,42.88531181,-78.84278813,
29391,,,,,,,,42.892438500000004,-78.84421574,
29395,,,,,,,,42.89707467,-78.82305823,
29400,,,,,,,,42.88526054,-78.84138759,
29401,,,,,,,,42.89719794,-78.84793022,
29409,,,,,,,,42.88940929,-78.80014751,
29419,,,,,,,,42.89325731,-78.81976849,
29420,,,,,,,,42.8937505,-78.8442173,
29426,,,,,,,,42.87196126,-78.83109470000001,
29428,,,,,,,,42.90220109,-78.80879953,
29431,,,,,,,,42.88984345,-78.84282370000001,
29432,,,,,,,,42.88702244,-78.83838128,
29433,,,,,,,,42.86862447,-78.83655247,
29439,,,,,,,,42.8705524,-78.82818593,
29441,,,,,,,,42.87278567,-78.85716690000001,
29447,,,,,,,,42.89471993,-78.85264085,
29448,,,,,,,,42.89769823,-78.86354154,
29449,,,,,,,,42.8939971,-78.84421782,
29455,,,,,,,,42.87126925,-78.86013887,
29463,,,,,,,,42.89586085,-78.83059937,
29464,,,,,,,,42.89284301,-78.82393673,
29465,,,,,,,,42.89607549,-78.83972037,
29469,,,,,,,,42.88601261,-78.84470493,
29470,,,,,,,,42.87181881,-78.86699211,
29472,,,,,,,,42.8952732,-78.84156734,
29477,,,,,,,,42.89905614,-78.82069536,
29480,,,,,,,,42.88809082,-78.83557786,
29482,,,,,,,,42.86429412,-78.86663893,
29483,,,,,,,,42.89542625,-78.86288098,
29488,,,,,,,,42.88169365,-78.8463819,
29491,,,,,,,,42.89470297,-78.86154288,
29495,,,,,,,,42.90204136,-78.80882473,
29497,,,,,,,,42.89456648,-78.85123663,
29507,,,,,,,,42.89484611,-78.81799552,
29508,,,,,,,,42.89596794,-78.84545012,
